lsoa_code,borough,major_category,minor_category,value,year,month
E01003350,Lewisham,Theft and Handling,Theft/Taking of Pedal Cycle,0,2012,5
E01001758,Hackney,Theft and Handling,Theft From Shops,0,2016,10
E01003270,Lewisham,Violence Against the Person,Assault with Injury,0,2011,6
E01002019,Haringey,Theft and Handling,Theft From Shops,0,2013,10
E01001593,Greenwich,Theft and Handling,Theft From Motor Vehicle,3,2015,5
E01003994,Southwark,Theft and Handling,Theft From Motor Vehicle,2,2008,11
E01000802,Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,0,2015,1
E01004597,Wandsworth,Other Notifiable Offences,Going Equipped,0,2012,12
E01004240,Tower Hamlets,Criminal Damage,Criminal Damage To Other Building,0,2010,7
E01002371,Havering,Criminal Damage,Other Criminal Damage,0,2014,11
E01001131,Croydon,Theft and Handling,Theft From Motor Vehicle,1,2008,6
E01000226,Barnet,Fraud or Forgery,Other Fraud & Forgery,0,2008,2
E01004029,Southwark,Other Notifiable Offences,Going Equipped,0,2015,12
E01003621,Newham,Burglary,Burglary in a Dwelling,2,2013,4
E01003256,Lewisham,Drugs,Other Drugs,0,2016,6
E01001290,Ealing,Violence Against the Person,Common Assault,0,2010,1
E01001095,Croydon,Violence Against the Person,Assault with Injury,0,2009,3
E01003542,Newham,Violence Against the Person,Assault with Injury,0,2012,5
E01002027,Haringey,Theft and Handling,Other Theft Person,0,2008,11
E01000600,Brent,Violence Against the Person,Wounding/GBH,1,2009,3
E01003793,Redbridge,Burglary,Burglary in a Dwelling,0,2012,9
E01032777,Tower Hamlets,Other Notifiable Offences,Going Equipped,0,2016,8
E01002974,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,0,2012,11
E01003453,Merton,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,5
E01003045,Lambeth,Violence Against the Person,Wounding/GBH,1,2014,9
E01001371,Ealing,Violence Against the Person,Murder,0,2013,5
E01000898,Camden,Violence Against the Person,Assault with Injury,3,2015,7
E01004005,Southwark,Violence Against the Person,Wounding/GBH,0,2008,12
E01000509,Brent,Violence Against the Person,Offensive Weapon,0,2014,3
E01002127,Harrow,Violence Against the Person,Other violence,0,2008,8
E01003224,Lewisham,Other Notifiable Offences,Other Notifiable,0,2016,6
E01003973,Southwark,Other Notifiable Offences,Going Equipped,0,2014,1
E01002223,Harrow,Theft and Handling,Theft From Shops,0,2010,6
E01001538,Enfield,Theft and Handling,Theft From Motor Vehicle,2,2011,3
E01000035,Barking and Dagenham,Other Notifiable Offences,Going Equipped,0,2008,6
E01000483,Brent,Theft and Handling,Theft/Taking of Pedal Cycle,0,2013,12
E01000985,Croydon,Robbery,Personal Property,0,2016,11
E01004441,Waltham Forest,Burglary,Burglary in a Dwelling,0,2008,11
E01004214,Tower Hamlets,Violence Against the Person,Harassment,0,2008,10
E01032623,Sutton,Violence Against the Person,Assault with Injury,1,2014,5
E01003536,Newham,Theft and Handling,Handling Stolen Goods,0,2013,12
E01003170,Lambeth,Theft and Handling,Theft From Shops,0,2013,7
E01003952,Southwark,Other Notifiable Offences,Going Equipped,0,2014,1
E01002636,Hounslow,Theft and Handling,Theft From Motor Vehicle,2,2013,9
E01004574,Wandsworth,Theft and Handling,Other Theft,0,2009,11
E01001105,Croydon,Theft and Handling,Theft From Motor Vehicle,0,2010,1
E01001839,Hackney,Violence Against the Person,Other violence,0,2013,8
E01002608,Hounslow,Fraud or Forgery,Counted per Victim,0,2010,12
E01000764,Bromley,Criminal Damage,Criminal Damage To Other Building,0,2014,12
E01003533,Newham,Violence Against the Person,Assault with Injury,1,2016,9
E01002181,Harrow,Burglary,Burglary in a Dwelling,0,2012,5
E01002222,Harrow,Burglary,Burglary in Other Buildings,0,2010,10
E01001884,Hammersmith and Fulham,Theft and Handling,Theft/Taking of Pedal Cycle,1,2010,1
E01002864,Kensington and Chelsea,Theft and Handling,Handling Stolen Goods,0,2010,4
E01002944,Kingston upon Thames,Criminal Damage,Criminal Damage To Dwelling,0,2013,5
E01004583,Wandsworth,Burglary,Burglary in a Dwelling,1,2010,7
E01003979,Southwark,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2009,1
E01001647,Greenwich,Criminal Damage,Criminal Damage To Dwelling,0,2016,11
E01003835,Richmond upon Thames,Theft and Handling,Handling Stolen Goods,0,2009,10
E01003625,Newham,Robbery,Business Property,0,2008,2
E01000813,Bromley,Theft and Handling,Other Theft Person,0,2014,2
E01003461,Merton,Violence Against the Person,Common Assault,0,2011,2
E01032781,Tower Hamlets,Other Notifiable Offences,Other Notifiable,0,2009,4
E01002998,Kingston upon Thames,Theft and Handling,Theft/Taking of Pedal Cycle,0,2011,8
E01001015,Croydon,Criminal Damage,Criminal Damage To Other Building,0,2010,9
E01004274,Tower Hamlets,Burglary,Burglary in Other Buildings,0,2010,7
E01004680,Westminster,Theft and Handling,Motor Vehicle Interference & Tampering,0,2010,10
E01004046,Southwark,Drugs,Drug Trafficking,0,2015,11
E01004753,Westminster,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2008,7
E01002958,Kingston upon Thames,Burglary,Burglary in a Dwelling,0,2013,8
E01001488,Enfield,Criminal Damage,Criminal Damage To Motor Vehicle,0,2011,4
E01001919,Hammersmith and Fulham,Violence Against the Person,Harassment,0,2012,5
E01002114,Harrow,Violence Against the Person,Offensive Weapon,0,2012,6
E01004740,Westminster,Criminal Damage,Other Criminal Damage,1,2016,9
E01002214,Harrow,Violence Against the Person,Other violence,0,2009,4
E01003844,Richmond upon Thames,Criminal Damage,Other Criminal Damage,0,2015,7
E01000342,Bexley,Violence Against the Person,Offensive Weapon,0,2016,8
E01002723,Islington,Robbery,Personal Property,0,2014,1
E01000321,Barnet,Violence Against the Person,Harassment,0,2008,5
E01002385,Havering,Violence Against the Person,Assault with Injury,0,2015,12
E01002167,Harrow,Criminal Damage,Criminal Damage To Dwelling,0,2009,7
E01003595,Newham,Drugs,Drug Trafficking,0,2008,1
E01002143,Harrow,Theft and Handling,Other Theft Person,0,2016,1
E01001440,Enfield,Theft and Handling,Motor Vehicle Interference & Tampering,0,2011,5
E01002187,Harrow,Violence Against the Person,Assault with Injury,1,2008,6
E01000020,Barking and Dagenham,Violence Against the Person,Offensive Weapon,0,2011,6
E01000511,Brent,Criminal Damage,Criminal Damage To Dwelling,0,2008,5
E01001741,Hackney,Criminal Damage,Criminal Damage To Other Building,0,2008,5
E01002416,Hillingdon,Violence Against the Person,Assault with Injury,1,2014,7
E01004376,Waltham Forest,Robbery,Business Property,0,2010,9
E01000846,Camden,Violence Against the Person,Other violence,0,2010,6
E01002401,Hillingdon,Theft and Handling,Theft From Shops,0,2012,7
E01003045,Lambeth,Drugs,Other Drugs,0,2012,12
E01001280,Ealing,Drugs,Drug Trafficking,0,2009,11
E01002293,Havering,Violence Against the Person,Harassment,4,2014,2
E01000535,Brent,Robbery,Business Property,0,2011,9
E01003511,Newham,Violence Against the Person,Wounding/GBH,0,2011,7
E01001292,Ealing,Burglary,Burglary in Other Buildings,1,2008,9
E01001996,Haringey,Theft and Handling,Theft/Taking of Pedal Cycle,0,2015,10
E01004626,Wandsworth,Theft and Handling,Other Theft,3,2016,9
E01000930,Camden,Theft and Handling,Theft From Shops,7,2011,5
E01000027,Barking and Dagenham,Drugs,Possession Of Drugs,1,2010,4
E01004374,Waltham Forest,Robbery,Personal Property,0,2010,11
E01000981,Croydon,Robbery,Personal Property,0,2012,8
E01003846,Richmond upon Thames,Criminal Damage,Criminal Damage To Dwelling,1,2011,5
E01033082,Hounslow,Theft and Handling,Motor Vehicle Interference & Tampering,0,2011,4
E01003862,Richmond upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,1,2012,12
E01004429,Waltham Forest,Criminal Damage,Other Criminal Damage,0,2015,3
E01001568,Enfield,Theft and Handling,Motor Vehicle Interference & Tampering,0,2014,11
E01000931,Camden,Drugs,Possession Of Drugs,4,2013,7
E01003752,Redbridge,Violence Against the Person,Harassment,3,2014,6
E01003608,Newham,Theft and Handling,Other Theft,0,2013,8
E01000395,Bexley,Violence Against the Person,Assault with Injury,0,2012,5
E01000842,Camden,Burglary,Burglary in a Dwelling,1,2013,4
E01033455,Brent,Other Notifiable Offences,Going Equipped,0,2009,4
E01003824,Richmond upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,0,2014,5
E01003516,Newham,Violence Against the Person,Harassment,0,2013,8
E01002909,Kensington and Chelsea,Burglary,Burglary in a Dwelling,2,2015,4
E01004535,Wandsworth,Other Notifiable Offences,Going Equipped,0,2009,11
E01000031,Barking and Dagenham,Theft and Handling,Motor Vehicle Interference & Tampering,0,2009,1
E01033595,Westminster,Drugs,Drug Trafficking,3,2011,12
E01003090,Lambeth,Drugs,Drug Trafficking,0,2014,3
E01002560,Hounslow,Criminal Damage,Criminal Damage To Dwelling,0,2013,2
E01000774,Bromley,Burglary,Burglary in Other Buildings,0,2016,1
E01003673,Redbridge,Theft and Handling,Other Theft Person,1,2009,10
E01002255,Havering,Violence Against the Person,Assault with Injury,0,2011,4
E01002288,Havering,Drugs,Drug Trafficking,0,2015,10
E01002963,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2013,2
E01002621,Hounslow,Theft and Handling,Theft From Motor Vehicle,1,2012,4
E01003817,Richmond upon Thames,Theft and Handling,Theft/Taking of Pedal Cycle,1,2012,4
E01004571,Wandsworth,Theft and Handling,Other Theft,18,2016,9
E01001720,Hackney,Theft and Handling,Handling Stolen Goods,0,2009,5
E01000825,Bromley,Theft and Handling,Theft From Shops,0,2009,4
E01001226,Ealing,Criminal Damage,Criminal Damage To Motor Vehicle,0,2013,10
E01001837,Hackney,Theft and Handling,Other Theft Person,0,2016,11
E01001107,Croydon,Drugs,Drug Trafficking,0,2012,4
E01001625,Greenwich,Criminal Damage,Other Criminal Damage,0,2010,12
E01004582,Wandsworth,Violence Against the Person,Assault with Injury,0,2009,10
E01001221,Ealing,Burglary,Burglary in Other Buildings,2,2013,8
E01001272,Ealing,Theft and Handling,Handling Stolen Goods,0,2009,11
E01000135,Barnet,Criminal Damage,Criminal Damage To Motor Vehicle,0,2011,9
E01004429,Waltham Forest,Criminal Damage,Other Criminal Damage,0,2013,5
E01001506,Enfield,Violence Against the Person,Wounding/GBH,0,2014,8
E01000372,Bexley,Burglary,Burglary in a Dwelling,0,2008,7
E01004601,Wandsworth,Criminal Damage,Criminal Damage To Motor Vehicle,1,2009,2
E01000237,Barnet,Theft and Handling,Theft/Taking of Pedal Cycle,0,2011,12
E01003196,Lewisham,Theft and Handling,Theft/Taking of Pedal Cycle,1,2011,12
E01004295,Tower Hamlets,Theft and Handling,Handling Stolen Goods,0,2009,9
E01004535,Wandsworth,Criminal Damage,Criminal Damage To Dwelling,1,2014,7
E01004577,Wandsworth,Criminal Damage,Other Criminal Damage,0,2011,8
E01002639,Hounslow,Fraud or Forgery,Counted per Victim,0,2014,7
E01033745,Greenwich,Theft and Handling,Handling Stolen Goods,0,2013,10
E01000475,Brent,Criminal Damage,Criminal Damage To Other Building,1,2015,5
E01002955,Kingston upon Thames,Violence Against the Person,Assault with Injury,0,2010,6
E01003376,Merton,Robbery,Personal Property,0,2011,1
E01002752,Islington,Burglary,Burglary in a Dwelling,2,2013,2
E01001137,Croydon,Robbery,Personal Property,0,2014,11
E01003032,Lambeth,Fraud or Forgery,Other Fraud & Forgery,0,2009,1
E01003108,Lambeth,Theft and Handling,Theft From Motor Vehicle,0,2015,12
E01002008,Haringey,Theft and Handling,Other Theft,2,2011,11
E01001934,Hammersmith and Fulham,Violence Against the Person,Wounding/GBH,0,2010,9
E01004308,Tower Hamlets,Theft and Handling,Handling Stolen Goods,0,2016,2
E01003025,Lambeth,Burglary,Burglary in a Dwelling,3,2015,1
E01003735,Redbridge,Violence Against the Person,Assault with Injury,1,2009,10
E01002141,Harrow,Theft and Handling,Other Theft,0,2010,11
E01003353,Lewisham,Violence Against the Person,Wounding/GBH,0,2010,3
E01001213,Ealing,Criminal Damage,Other Criminal Damage,2,2015,4
E01000295,Barnet,Violence Against the Person,Wounding/GBH,0,2016,5
E01003135,Lambeth,Violence Against the Person,Harassment,1,2015,10
E01000877,Camden,Theft and Handling,Theft/Taking of Pedal Cycle,1,2016,2
E01003704,Redbridge,Robbery,Business Property,0,2009,6
E01004002,Southwark,Drugs,Possession Of Drugs,0,2016,1
E01000357,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,0,2013,12
E01001460,Enfield,Other Notifiable Offences,Other Notifiable,0,2008,11
E01002313,Havering,Criminal Damage,Criminal Damage To Dwelling,1,2012,2
E01003566,Newham,Robbery,Business Property,0,2009,11
E01002998,Kingston upon Thames,Criminal Damage,Other Criminal Damage,1,2012,7
E01001703,Greenwich,Violence Against the Person,Murder,0,2014,11
E01001328,Ealing,Drugs,Drug Trafficking,0,2008,12
E01002188,Harrow,Theft and Handling,Motor Vehicle Interference & Tampering,0,2010,4
E01001522,Enfield,Drugs,Possession Of Drugs,0,2009,10
E01003112,Lambeth,Drugs,Possession Of Drugs,2,2013,9
E01003624,Newham,Theft and Handling,Other Theft Person,0,2014,7
E01001873,Hammersmith and Fulham,Burglary,Burglary in Other Buildings,0,2012,1
E01003589,Newham,Robbery,Business Property,0,2010,7
E01003429,Merton,Burglary,Burglary in a Dwelling,3,2016,2
E01003267,Lewisham,Robbery,Personal Property,1,2009,5
E01002523,Hillingdon,Theft and Handling,Motor Vehicle Interference & Tampering,0,2009,10
E01003718,Redbridge,Theft and Handling,Other Theft,0,2010,1
E01033591,Redbridge,Violence Against the Person,Other violence,0,2009,6
E01000839,Bromley,Violence Against the Person,Wounding/GBH,0,2016,11
E01002319,Havering,Theft and Handling,Other Theft,0,2012,8
E01000850,Camden,Drugs,Drug Trafficking,0,2013,3
E01001343,Ealing,Theft and Handling,Motor Vehicle Interference & Tampering,0,2009,12
E01004482,Wandsworth,Theft and Handling,Handling Stolen Goods,0,2009,4
E01002961,Kingston upon Thames,Violence Against the Person,Common Assault,1,2011,10
E01000493,Brent,Violence Against the Person,Wounding/GBH,0,2016,7
E01003142,Lambeth,Violence Against the Person,Offensive Weapon,0,2011,6
E01004071,Southwark,Violence Against the Person,Offensive Weapon,0,2015,12
E01002864,Kensington and Chelsea,Violence Against the Person,Offensive Weapon,0,2012,6
E01000287,Barnet,Violence Against the Person,Harassment,1,2010,12
E01004700,Westminster,Theft and Handling,Other Theft Person,0,2009,10
E01003002,Kingston upon Thames,Violence Against the Person,Offensive Weapon,1,2015,9
E01002254,Havering,Violence Against the Person,Assault with Injury,0,2014,1
E01032780,Tower Hamlets,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2013,12
E01004118,Sutton,Violence Against the Person,Common Assault,2,2014,9
E01001228,Ealing,Theft and Handling,Motor Vehicle Interference & Tampering,0,2010,1
E01001080,Croydon,Theft and Handling,Theft From Shops,0,2010,9
E01004429,Waltham Forest,Fraud or Forgery,Counted per Victim,0,2008,6
E01003952,Southwark,Violence Against the Person,Harassment,1,2010,5
E01002392,Hillingdon,Theft and Handling,Other Theft Person,0,2009,11
E01000476,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,0,2015,4
E01003321,Lewisham,Violence Against the Person,Murder,0,2016,4
E01000182,Barnet,Criminal Damage,Criminal Damage To Motor Vehicle,0,2012,11
E01001319,Ealing,Theft and Handling,Other Theft,1,2014,7
E01003324,Lewisham,Other Notifiable Offences,Other Notifiable,0,2011,6
E01000726,Bromley,Criminal Damage,Criminal Damage To Other Building,0,2008,11
E01003179,Lambeth,Violence Against the Person,Common Assault,1,2011,4
E01003549,Newham,Burglary,Burglary in Other Buildings,0,2014,6
E01003844,Richmond upon Thames,Other Notifiable Offences,Going Equipped,0,2015,5
E01002678,Hounslow,Violence Against the Person,Common Assault,0,2011,6
E01004542,Wandsworth,Burglary,Burglary in a Dwelling,0,2012,11
E01001559,Enfield,Violence Against the Person,Common Assault,0,2016,2
E01001227,Ealing,Drugs,Possession Of Drugs,0,2009,12
E01003157,Lambeth,Criminal Damage,Other Criminal Damage,0,2013,4
E01003162,Lambeth,Fraud or Forgery,Counted per Victim,0,2012,12
E01002626,Hounslow,Drugs,Possession Of Drugs,0,2009,8
E01000935,Camden,Violence Against the Person,Assault with Injury,0,2013,11
E01000927,Camden,Theft and Handling,Other Theft,3,2011,12
E01002256,Havering,Criminal Damage,Other Criminal Damage,0,2014,11
E01002222,Harrow,Violence Against the Person,Wounding/GBH,0,2016,7
E01001260,Ealing,Drugs,Possession Of Drugs,0,2011,6
E01000788,Bromley,Violence Against the Person,Harassment,1,2012,7
E01003249,Lewisham,Robbery,Business Property,0,2009,1
E01003221,Lewisham,Other Notifiable Offences,Other Notifiable,0,2009,11
E01003760,Redbridge,Theft and Handling,Theft From Motor Vehicle,1,2010,10
E01000290,Barnet,Robbery,Personal Property,0,2012,9
E01003952,Southwark,Burglary,Burglary in a Dwelling,0,2008,3
E01000324,Barnet,Theft and Handling,Other Theft,2,2008,11
E01000683,Bromley,Drugs,Possession Of Drugs,0,2009,12
E01001782,Hackney,Theft and Handling,Other Theft,0,2015,5
E01001355,Ealing,Violence Against the Person,Wounding/GBH,0,2016,1
E01002988,Kingston upon Thames,Burglary,Burglary in Other Buildings,0,2014,3
E01001175,Croydon,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,1
E01000252,Barnet,Theft and Handling,Other Theft,1,2015,8
E01002593,Hounslow,Criminal Damage,Criminal Damage To Other Building,0,2013,5
E01001900,Hammersmith and Fulham,Violence Against the Person,Other violence,0,2011,1
E01032788,Hammersmith and Fulham,Violence Against the Person,Offensive Weapon,0,2013,12
E01003948,Southwark,Violence Against the Person,Wounding/GBH,0,2008,11
E01004683,Westminster,Violence Against the Person,Offensive Weapon,0,2014,6
E01003416,Merton,Other Notifiable Offences,Other Notifiable,0,2015,10
E01001329,Ealing,Violence Against the Person,Offensive Weapon,0,2009,10
E01003583,Newham,Violence Against the Person,Offensive Weapon,0,2008,8
E01003163,Lambeth,Violence Against the Person,Other violence,0,2011,3
E01003825,Richmond upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,0,2013,6
E01000118,Barnet,Criminal Damage,Other Criminal Damage,0,2015,6
E01003618,Newham,Other Notifiable Offences,Other Notifiable,0,2008,9
E01000292,Barnet,Violence Against the Person,Wounding/GBH,0,2013,4
E01000580,Brent,Violence Against the Person,Common Assault,1,2012,11
E01004238,Tower Hamlets,Violence Against the Person,Other violence,0,2015,10
E01001661,Greenwich,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,11
E01000535,Brent,Violence Against the Person,Common Assault,1,2011,7
E01003934,Southwark,Sexual Offences,Other Sexual,0,2015,3
E01003463,Merton,Theft and Handling,Theft/Taking of Pedal Cycle,0,2014,4
E01001108,Croydon,Theft and Handling,Other Theft,1,2008,9
E01001841,Hackney,Drugs,Possession Of Drugs,0,2016,2
E01001786,Hackney,Criminal Damage,Criminal Damage To Dwelling,0,2016,8
E01001549,Enfield,Other Notifiable Offences,Going Equipped,0,2015,9
E01001123,Croydon,Other Notifiable Offences,Going Equipped,0,2014,5
E01001071,Croydon,Burglary,Burglary in Other Buildings,0,2010,6
E01003355,Merton,Theft and Handling,Theft From Shops,1,2014,8
E01003906,Richmond upon Thames,Other Notifiable Offences,Other Notifiable,0,2011,12
E01001617,Greenwich,Theft and Handling,Other Theft,0,2013,9
E01000665,Bromley,Theft and Handling,Theft From Motor Vehicle,0,2010,9
E01004272,Tower Hamlets,Burglary,Burglary in Other Buildings,0,2011,6
E01002002,Haringey,Criminal Damage,Criminal Damage To Motor Vehicle,1,2016,3
E01003820,Richmond upon Thames,Violence Against the Person,Other violence,0,2008,2
E01000919,Camden,Violence Against the Person,Wounding/GBH,1,2010,3
E01000528,Brent,Violence Against the Person,Offensive Weapon,0,2012,7
E01000676,Bromley,Drugs,Possession Of Drugs,6,2014,10
E01002322,Havering,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2010,7
E01003452,Merton,Theft and Handling,Handling Stolen Goods,0,2011,2
E01001790,Hackney,Drugs,Other Drugs,0,2010,9
E01003251,Lewisham,Drugs,Drug Trafficking,1,2009,8
E01001096,Croydon,Criminal Damage,Criminal Damage To Dwelling,1,2016,8
E01002099,Haringey,Criminal Damage,Criminal Damage To Dwelling,1,2010,8
E01000719,Bromley,Criminal Damage,Criminal Damage To Other Building,1,2009,5
E01002199,Harrow,Drugs,Possession Of Drugs,0,2015,5
E01001434,Enfield,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2011,5
E01002318,Havering,Drugs,Drug Trafficking,0,2009,12
E01001892,Hammersmith and Fulham,Theft and Handling,Other Theft Person,0,2008,9
E01004555,Wandsworth,Violence Against the Person,Harassment,1,2012,8
E01001655,Greenwich,Theft and Handling,Handling Stolen Goods,0,2008,5
E01002886,Kensington and Chelsea,Violence Against the Person,Wounding/GBH,0,2012,7
E01002447,Hillingdon,Theft and Handling,Handling Stolen Goods,0,2011,1
E01000917,Camden,Criminal Damage,Criminal Damage To Other Building,1,2008,5
E01004139,Sutton,Burglary,Burglary in Other Buildings,0,2015,4
E01000309,Barnet,Violence Against the Person,Common Assault,0,2015,11
E01001244,Ealing,Robbery,Business Property,0,2016,11
E01004146,Sutton,Violence Against the Person,Harassment,0,2012,2
E01002195,Harrow,Violence Against the Person,Wounding/GBH,0,2014,1
E01002724,Islington,Burglary,Burglary in Other Buildings,10,2009,11
E01002216,Harrow,Criminal Damage,Criminal Damage To Motor Vehicle,0,2014,6
E01003154,Lambeth,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2013,12
E01001011,Croydon,Criminal Damage,Criminal Damage To Other Building,0,2008,1
E01002472,Hillingdon,Theft and Handling,Theft From Motor Vehicle,1,2009,6
E01001333,Ealing,Burglary,Burglary in Other Buildings,0,2010,2
E01000675,Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,0,2011,1
E01001649,Greenwich,Violence Against the Person,Common Assault,0,2015,9
E01002052,Haringey,Theft and Handling,Other Theft Person,0,2012,7
E01032570,Bromley,Violence Against the Person,Other violence,0,2016,9
E01032834,Southwark,Robbery,Business Property,0,2014,7
E01001472,Enfield,Criminal Damage,Criminal Damage To Other Building,0,2008,12
E01003863,Richmond upon Thames,Drugs,Possession Of Drugs,0,2010,4
E01001028,Croydon,Robbery,Personal Property,0,2010,4
E01001087,Croydon,Robbery,Personal Property,2,2016,6
E01003598,Newham,Theft and Handling,Theft/Taking of Pedal Cycle,0,2015,5
E01004166,Sutton,Theft and Handling,Theft/Taking of Pedal Cycle,0,2009,7
E01000600,Brent,Theft and Handling,Theft From Shops,0,2011,10
E01004406,Waltham Forest,Violence Against the Person,Wounding/GBH,0,2008,12
E01001750,Hackney,Robbery,Personal Property,0,2015,2
E01002681,Hounslow,Violence Against the Person,Murder,0,2011,6
E01000907,Camden,Violence Against the Person,Assault with Injury,1,2010,12
E01003411,Merton,Theft and Handling,Other Theft Person,1,2012,6
E01000582,Brent,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2009,3
E01001798,Hackney,Violence Against the Person,Common Assault,4,2013,12
E01001510,Enfield,Theft and Handling,Motor Vehicle Interference & Tampering,0,2009,1
E01000934,Camden,Violence Against the Person,Common Assault,0,2012,7
E01002384,Havering,Violence Against the Person,Common Assault,0,2014,9
E01004479,Wandsworth,Theft and Handling,Theft/Taking Of Motor Vehicle,2,2016,2
E01000236,Barnet,Theft and Handling,Theft From Shops,0,2015,6
E01003630,Newham,Violence Against the Person,Offensive Weapon,0,2011,12
E01002405,Hillingdon,Burglary,Burglary in Other Buildings,1,2012,8
E01001411,Enfield,Theft and Handling,Other Theft Person,0,2009,12
E01003372,Merton,Fraud or Forgery,Other Fraud & Forgery,0,2015,2
E01002572,Hounslow,Violence Against the Person,Offensive Weapon,0,2015,3
E01002637,Hounslow,Violence Against the Person,Wounding/GBH,0,2010,1
E01003118,Lambeth,Theft and Handling,Motor Vehicle Interference & Tampering,0,2015,12
E01003598,Newham,Violence Against the Person,Offensive Weapon,0,2010,10
E01002827,Kensington and Chelsea,Criminal Damage,Criminal Damage To Motor Vehicle,1,2016,5
E01003819,Richmond upon Thames,Violence Against the Person,Offensive Weapon,0,2008,4
E01002305,Havering,Violence Against the Person,Harassment,0,2012,1
E01032770,Tower Hamlets,Violence Against the Person,Common Assault,0,2009,7
E01003684,Redbridge,Violence Against the Person,Harassment,0,2011,9
E01003899,Richmond upon Thames,Theft and Handling,Other Theft Person,0,2012,4
E01004406,Waltham Forest,Theft and Handling,Motor Vehicle Interference & Tampering,0,2012,10
E01001794,Hackney,Criminal Damage,Criminal Damage To Other Building,0,2011,11
E01000270,Barnet,Other Notifiable Offences,Going Equipped,0,2011,5
E01002471,Hillingdon,Theft and Handling,Theft From Shops,0,2011,3
E01003598,Newham,Theft and Handling,Theft From Shops,1,2011,8
E01000254,Barnet,Drugs,Possession Of Drugs,0,2012,11
E01000143,Barnet,Theft and Handling,Other Theft,0,2010,3
E01002943,Kingston upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,0,2011,4
E01003617,Newham,Theft and Handling,Theft/Taking of Pedal Cycle,4,2015,11
E01000825,Bromley,Other Notifiable Offences,Other Notifiable,0,2011,2
E01004205,Tower Hamlets,Violence Against the Person,Common Assault,1,2014,1
E01001009,Croydon,Theft and Handling,Handling Stolen Goods,0,2013,1
E01000880,Camden,Violence Against the Person,Common Assault,0,2011,2
E01002988,Kingston upon Thames,Criminal Damage,Criminal Damage To Dwelling,0,2016,9
E01000271,Barnet,Burglary,Burglary in Other Buildings,1,2016,7
E01033101,Wandsworth,Theft and Handling,Motor Vehicle Interference & Tampering,0,2010,5
E01001558,Enfield,Violence Against the Person,Assault with Injury,3,2011,6
E01002710,Islington,Violence Against the Person,Offensive Weapon,0,2012,7
E01001713,Greenwich,Burglary,Burglary in Other Buildings,0,2015,11
E01001225,Ealing,Sexual Offences,Other Sexual,0,2015,10
E01004187,Sutton,Violence Against the Person,Common Assault,2,2013,8
E01003400,Merton,Burglary,Burglary in a Dwelling,1,2011,4
E01003634,Newham,Theft and Handling,Handling Stolen Goods,0,2016,12
E01000029,Barking and Dagenham,Theft and Handling,Motor Vehicle Interference & Tampering,0,2015,10
E01003473,Merton,Theft and Handling,Theft From Motor Vehicle,0,2011,8
E01000857,Camden,Theft and Handling,Motor Vehicle Interference & Tampering,0,2009,1
E01000968,Camden,Drugs,Possession Of Drugs,0,2008,1
E01001728,Hackney,Criminal Damage,Criminal Damage To Motor Vehicle,0,2010,4
E01003977,Southwark,Robbery,Business Property,0,2015,11
E01004310,Tower Hamlets,Theft and Handling,Theft/Taking of Pedal Cycle,1,2011,11
E01004553,Wandsworth,Robbery,Business Property,0,2016,10
E01001972,Haringey,Violence Against the Person,Harassment,0,2009,9
E01000086,Barking and Dagenham,Violence Against the Person,Other violence,0,2016,1
E01002651,Hounslow,Criminal Damage,Criminal Damage To Dwelling,1,2016,4
E01002099,Haringey,Sexual Offences,Other Sexual,0,2011,9
E01004477,Wandsworth,Theft and Handling,Other Theft,1,2009,8
E01004576,Wandsworth,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2011,9
E01002848,Kensington and Chelsea,Theft and Handling,Motor Vehicle Interference & Tampering,0,2008,3
E01003106,Lambeth,Criminal Damage,Criminal Damage To Motor Vehicle,0,2013,1
E01004236,Tower Hamlets,Other Notifiable Offences,Going Equipped,0,2010,7
E01001030,Croydon,Theft and Handling,Theft From Motor Vehicle,1,2012,1
E01002980,Kingston upon Thames,Theft and Handling,Theft/Taking of Pedal Cycle,0,2012,3
E01004601,Wandsworth,Violence Against the Person,Offensive Weapon,0,2010,1
E01004707,Westminster,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2011,3
